Year;Month;Day;Time;MJD;Mass_X;Mass_Y;Mass_Z;Motion_X;Motion_Y;Motion_Z
2021;03;26;12:00:00;59299.500;-5.280571492168371e-08;2.300765276523799e-07;1.985625803833858e-09;-9.124657744308601e-11;-7.726151933315550e-11;6.449282279009950e-13
2021;03;27;12:00:00;59300.500;-5.072051239906869e-08;2.279029704833299e-07;1.983341005569859e-09;-9.159555072321570e-11;-7.737247184156550e-11;6.486780647125490e-13
2021;03;28;12:00:00;59301.500;-4.891972901035970e-08;2.289201818197598e-07;1.993481278374458e-09;-9.197178228202180e-11;-7.755916368181620e-11;6.523876578296100e-13
2021;03;29;12:00:00;59302.500;-4.844324208529469e-08;2.296915580928699e-07;1.996166970981158e-09;-9.225510819462090e-11;-7.772428962816499e-11;6.562307359502710e-13
2021;03;30;12:00:00;59303.500;-4.684897683720669e-08;2.281162891514898e-07;2.001481654692557e-09;-9.243864809858480e-11;-7.803723007482289e-11;6.606496727968170e-13
2021;03;31;12:00:00;59304.500;-4.558662799683469e-08;2.279535808469598e-07;2.003390503653758e-09;-9.242050894009870e-11;-7.841665843648330e-11;6.649348519541130e-13
2021;04;01;12:00:00;59305.500;-4.454056094751169e-08;2.269425895479199e-07;1.989714141577959e-09;-9.242466393639620e-11;-7.887813245663671e-11;6.695461667362860e-13
2021;04;02;12:00:00;59306.500;-4.390208895108969e-08;2.253582752452899e-07;1.977382163681260e-09;-9.246499589218670e-11;-7.942596933612560e-11;6.740900404965320e-13
2021;04;03;12:00:00;59307.500;-4.347931338792271e-08;2.233800097688900e-07;1.964346315609560e-09;-9.256995428254310e-11;-7.992290123742000e-11;6.786518892695320e-13
2021;04;04;12:00:00;59308.500;-4.356555802877770e-08;2.210325137450499e-07;1.962472055140958e-09;-9.282427727353640e-11;-8.032277153228860e-11;6.833656698732730e-13
2021;04;05;12:00:00;59309.500;-4.421755164183471e-08;2.194923834003198e-07;1.956361517241960e-09;-9.298780672588310e-11;-8.043240616655041e-11;6.877255509927770e-13
2021;04;06;12:00:00;59310.500;-4.388260826220771e-08;2.177595928019799e-07;1.949483489260959e-09;-9.279561545837620e-11;-8.027991993579190e-11;6.917266369662420e-13
2021;04;07;12:00:00;59311.500;-4.304750098578270e-08;2.181627889082499e-07;1.934339615690258e-09;-9.217162231849740e-11;-8.000502912162600e-11;6.953158295210440e-13
